trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl,融资余额变化率,融券余额变化率,融资余额_MA5,融券余额_MA5,融资余额_MA10,融券余额_MA10
20260302,BSE,8451166187.0,990650310.0,2288161101.0,345733.0,7764.0,8451511920.0,11464.0,,,,,,
20260302,SSE,1343687049267.0,135308934416.0,132471642997.0,12028518779.0,91843682.0,1355715568046.0,2237830108.0,15799.427600109504,3479035.2804042427,,,,
20260302,SZSE,1304146172548.0,143343060065.0,141568816084.0,5693549294.0,28347313.0,1309839721842.0,687399167.0,-2.942714729636642,-52.66624761861711,,,,
